"fecha","linea","n"
2021-06-12,"BSAS_LINEA_203",50295
2021-06-12,"BSAS_LINEA_501G",90345
2021-06-12,"FFCC ROCA",140733
2021-06-12,"FFCC SAR",59700
2021-06-13,"BSAS_LINEA_203",31880
2021-06-13,"BSAS_LINEA_501G",48388
2021-06-13,"FFCC ROCA",54820
2021-06-13,"FFCC SAR",12100
2021-06-14,"BSAS_LINEA_203",77573
2021-06-14,"BSAS_LINEA_501G",111039
2021-06-14,"FFCC ROCA",249898
2021-06-14,"FFCC SAR",131170
2021-06-15,"BSAS_LINEA_203",79313
2021-06-15,"BSAS_LINEA_501G",113188
2021-06-15,"FFCC ROCA",249469
2021-06-15,"FFCC SAR",133207
2021-06-16,"BSAS_LINEA_203",80130
2021-06-16,"BSAS_LINEA_501G",118907
2021-06-16,"FFCC ROCA",248980
2021-06-16,"FFCC SAR",125457
2021-06-17,"BSAS_LINEA_203",81403
2021-06-17,"BSAS_LINEA_501G",119096
2021-06-17,"FFCC ROCA",246667
2021-06-17,"FFCC SAR",125944
2021-06-18,"BSAS_LINEA_203",85502
2021-06-18,"BSAS_LINEA_501G",129098
2021-06-18,"FFCC ROCA",264636
2021-06-18,"FFCC SAR",132529
2021-06-19,"BSAS_LINEA_203",52097
2021-06-19,"BSAS_LINEA_501G",103000
2021-06-19,"FFCC ROCA",143522
2021-06-19,"FFCC SAR",56196
2021-06-20,"BSAS_LINEA_203",41719
2021-06-20,"BSAS_LINEA_501G",53467
2021-06-20,"FFCC ROCA",52654
2021-06-20,"FFCC SAR",15025
2021-06-21,"BSAS_LINEA_203",47251
2021-06-21,"BSAS_LINEA_501G",55465
2021-06-21,"FFCC ROCA",67408
2021-06-21,"FFCC SAR",18543
2021-06-22,"BSAS_LINEA_203",83288
2021-06-22,"BSAS_LINEA_501G",124449
2021-06-22,"FFCC ROCA",259988
2021-06-22,"FFCC SAR",128890
2021-06-23,"BSAS_LINEA_203",77507
2021-06-23,"BSAS_LINEA_501G",119731
2021-06-23,"FFCC ROCA",248628
2021-06-23,"FFCC SAR",130051
2021-06-24,"BSAS_LINEA_203",78011
2021-06-24,"BSAS_LINEA_501G",113831
2021-06-24,"FFCC ROCA",240687
2021-06-24,"FFCC SAR",120555
2021-06-25,"BSAS_LINEA_203",85642
2021-06-25,"BSAS_LINEA_501G",129038
2021-06-25,"FFCC ROCA",270473
2021-06-25,"FFCC SAR",137371
2021-06-26,"BSAS_LINEA_203",59311
2021-06-26,"BSAS_LINEA_501G",91375
2021-06-26,"FFCC ROCA",167292
2021-06-26,"FFCC SAR",65064
2021-06-27,"BSAS_LINEA_203",33827
2021-06-27,"BSAS_LINEA_501G",41259
2021-06-27,"FFCC ROCA",46974
2021-06-27,"FFCC SAR",11534
2021-06-28,"BSAS_LINEA_203",77441
2021-06-28,"BSAS_LINEA_501G",112209
2021-06-28,"FFCC ROCA",240355
2021-06-28,"FFCC SAR",118962
2021-06-29,"BSAS_LINEA_203",80153
2021-06-29,"BSAS_LINEA_501G",114604
2021-06-29,"FFCC ROCA",241651
2021-06-29,"FFCC SAR",118203
2021-06-30,"BSAS_LINEA_203",81955
2021-06-30,"BSAS_LINEA_501G",120800
2021-06-30,"FFCC ROCA",247466
2021-06-30,"FFCC SAR",113888
2021-07-01,"BSAS_LINEA_203",80544
2021-07-01,"BSAS_LINEA_501G",121184
2021-07-01,"FFCC ROCA",246940
2021-07-01,"FFCC SAR",132254
2021-07-02,"BSAS_LINEA_203",84525
2021-07-02,"BSAS_LINEA_501G",129146
2021-07-02,"FFCC ROCA",268556
2021-07-02,"FFCC SAR",135306
2021-07-03,"BSAS_LINEA_203",66490
2021-07-03,"BSAS_LINEA_501G",108015
2021-07-03,"FFCC ROCA",173815
2021-07-03,"FFCC SAR",74898
2021-07-04,"BSAS_LINEA_203",44953
2021-07-04,"BSAS_LINEA_501G",61033
2021-07-04,"FFCC ROCA",66030
2021-07-04,"FFCC SAR",19177
2021-07-05,"BSAS_LINEA_203",82169
2021-07-05,"BSAS_LINEA_501G",131730
2021-07-05,"FFCC ROCA",271076
2021-07-05,"FFCC SAR",133262
2021-07-06,"BSAS_LINEA_203",82131
2021-07-06,"BSAS_LINEA_501G",131130
2021-07-06,"FFCC ROCA",272785
2021-07-06,"FFCC SAR",132427
2021-07-07,"BSAS_LINEA_203",78246
2021-07-07,"BSAS_LINEA_501G",117202
2021-07-07,"FFCC ROCA",237566
2021-07-07,"FFCC SAR",131246
2021-07-08,"BSAS_LINEA_203",89655
2021-07-08,"BSAS_LINEA_501G",141245
2021-07-08,"FFCC ROCA",201081
2021-07-08,"FFCC SAR",155822
2021-07-09,"BSAS_LINEA_203",66027
2021-07-09,"BSAS_LINEA_501G",80477
2021-07-09,"FFCC ROCA",119830
2021-07-09,"FFCC SAR",44441
2021-07-10,"BSAS_LINEA_203",64029
2021-07-10,"BSAS_LINEA_501G",99620
2021-07-10,"FFCC ROCA",174062
2021-07-10,"FFCC SAR",76050
2021-07-11,"BSAS_LINEA_203",43235
2021-07-11,"BSAS_LINEA_501G",55306
2021-07-11,"FFCC ROCA",72233
2021-07-11,"FFCC SAR",18831
2021-07-12,"BSAS_LINEA_203",73830
2021-07-12,"BSAS_LINEA_501G",111007
2021-07-12,"FFCC ROCA",240003
2021-07-12,"FFCC SAR",121134
2021-07-13,"BSAS_LINEA_203",84000
2021-07-13,"BSAS_LINEA_501G",128684
2021-07-13,"FFCC ROCA",269006
2021-07-13,"FFCC SAR",142018
2021-07-14,"BSAS_LINEA_203",83200
2021-07-14,"BSAS_LINEA_501G",131359
2021-07-14,"FFCC ROCA",265529
2021-07-14,"FFCC SAR",136058
2021-07-15,"BSAS_LINEA_203",86581
2021-07-15,"BSAS_LINEA_501G",139106
2021-07-15,"FFCC ROCA",139818
2021-07-15,"FFCC SAR",139030
2021-07-16,"BSAS_LINEA_203",90529
2021-07-16,"BSAS_LINEA_501G",142735
2021-07-16,"FFCC ROCA",281238
2021-07-16,"FFCC SAR",139310
2021-07-17,"BSAS_LINEA_203",65330
2021-07-17,"BSAS_LINEA_501G",109628
2021-07-17,"FFCC ROCA",179376
2021-07-17,"FFCC SAR",83172
2021-07-18,"BSAS_LINEA_203",41977
2021-07-18,"BSAS_LINEA_501G",54230
2021-07-18,"FFCC ROCA",65850
2021-07-18,"FFCC SAR",18460
2021-07-19,"BSAS_LINEA_203",81905
2021-07-19,"BSAS_LINEA_501G",122937
2021-07-19,"FFCC ROCA",266751
2021-07-19,"FFCC SAR",141302
2021-07-20,"BSAS_LINEA_203",87545
2021-07-20,"BSAS_LINEA_501G",127528
2021-07-20,"FFCC ROCA",274660
2021-07-20,"FFCC SAR",144791
2021-07-21,"BSAS_LINEA_203",83800
2021-07-21,"BSAS_LINEA_501G",127759
2021-07-21,"FFCC ROCA",270151
2021-07-21,"FFCC SAR",144645
2021-07-22,"BSAS_LINEA_203",86348
2021-07-22,"BSAS_LINEA_501G",126864
2021-07-22,"FFCC ROCA",268631
2021-07-22,"FFCC SAR",142243
2021-07-23,"BSAS_LINEA_203",91026
2021-07-23,"BSAS_LINEA_501G",135999
2021-07-23,"FFCC ROCA",288013
2021-07-23,"FFCC SAR",143640
2021-07-24,"BSAS_LINEA_203",67808
2021-07-24,"BSAS_LINEA_501G",106925
2021-07-24,"FFCC ROCA",160996
2021-07-24,"FFCC SAR",83968
2021-07-25,"BSAS_LINEA_203",40928
2021-07-25,"BSAS_LINEA_501G",51641
2021-07-25,"FFCC ROCA",61425
2021-07-25,"FFCC SAR",20932
2021-07-26,"BSAS_LINEA_203",85636
2021-07-26,"BSAS_LINEA_501G",124039
2021-07-26,"FFCC ROCA",277531
2021-07-26,"FFCC SAR",139641
2021-07-27,"BSAS_LINEA_203",86160
2021-07-27,"BSAS_LINEA_501G",119808
2021-07-27,"FFCC ROCA",268995
2021-07-27,"FFCC SAR",142566
2021-07-28,"BSAS_LINEA_203",83932
2021-07-28,"BSAS_LINEA_501G",118114
2021-07-28,"FFCC ROCA",267570
2021-07-28,"FFCC SAR",125271
2021-07-29,"BSAS_LINEA_203",83858
2021-07-29,"BSAS_LINEA_501G",119096
2021-07-29,"FFCC ROCA",270799
2021-07-29,"FFCC SAR",130111
2021-07-30,"BSAS_LINEA_203",91724
2021-07-30,"BSAS_LINEA_501G",127238
2021-07-30,"FFCC ROCA",287712
2021-07-30,"FFCC SAR",138529
2021-07-31,"BSAS_LINEA_203",72057
2021-07-31,"BSAS_LINEA_501G",108773
2021-07-31,"FFCC ROCA",171419
2021-07-31,"FFCC SAR",50645
2021-08-01,"BSAS_LINEA_203",49684
2021-08-01,"BSAS_LINEA_501G",65039
2021-08-01,"FFCC ROCA",75826
2021-08-01,"FFCC SAR",301
2021-08-02,"BSAS_LINEA_203",90311
2021-08-02,"BSAS_LINEA_501G",138570
2021-08-02,"FFCC ROCA",299921
2021-08-02,"FFCC SAR",147837
2021-08-03,"BSAS_LINEA_203",91433
2021-08-03,"BSAS_LINEA_501G",139815
2021-08-03,"FFCC ROCA",303349
2021-08-03,"FFCC SAR",136311
2021-08-04,"BSAS_LINEA_203",91919
2021-08-04,"BSAS_LINEA_501G",140545
2021-08-04,"FFCC ROCA",310919
2021-08-04,"FFCC SAR",138078
2021-08-05,"BSAS_LINEA_203",92333
2021-08-05,"BSAS_LINEA_501G",143174
2021-08-05,"FFCC ROCA",325695
2021-08-05,"FFCC SAR",143761
2021-08-06,"BSAS_LINEA_203",97568
2021-08-06,"BSAS_LINEA_501G",154377
2021-08-06,"FFCC ROCA",344301
2021-08-06,"FFCC SAR",166628
2021-08-07,"BSAS_LINEA_203",80606
2021-08-07,"BSAS_LINEA_501G",124117
2021-08-07,"FFCC ROCA",217431
2021-08-07,"FFCC SAR",110135
2021-08-08,"BSAS_LINEA_203",38321
2021-08-08,"BSAS_LINEA_501G",41613
2021-08-08,"FFCC ROCA",57590
2021-08-08,"FFCC SAR",18012
2021-08-09,"BSAS_LINEA_203",78890
2021-08-09,"BSAS_LINEA_501G",115795
2021-08-09,"FFCC ROCA",266213
2021-08-09,"FFCC SAR",128078
2021-08-10,"BSAS_LINEA_203",94149
2021-08-10,"BSAS_LINEA_501G",145324
2021-08-10,"FFCC ROCA",310624
2021-08-10,"FFCC SAR",150116
2021-08-11,"BSAS_LINEA_203",94335
2021-08-11,"BSAS_LINEA_501G",140056
2021-08-11,"FFCC ROCA",319298
2021-08-11,"FFCC SAR",153192
2021-08-12,"BSAS_LINEA_203",95749
2021-08-12,"BSAS_LINEA_501G",146721
2021-08-12,"FFCC ROCA",329513
2021-08-12,"FFCC SAR",157092
2021-08-13,"BSAS_LINEA_203",99360
2021-08-13,"BSAS_LINEA_501G",152684
2021-08-13,"FFCC ROCA",348821
2021-08-13,"FFCC SAR",164129
2021-08-14,"BSAS_LINEA_203",77272
2021-08-14,"BSAS_LINEA_501G",122125
2021-08-14,"FFCC ROCA",200311
2021-08-14,"FFCC SAR",95165
2021-08-15,"BSAS_LINEA_203",57853
2021-08-15,"BSAS_LINEA_501G",71250
2021-08-15,"FFCC ROCA",89726
2021-08-15,"FFCC SAR",18301
2021-08-16,"BSAS_LINEA_203",61727
2021-08-16,"BSAS_LINEA_501G",72560
2021-08-16,"FFCC ROCA",100072
2021-08-16,"FFCC SAR",34693
2021-08-17,"BSAS_LINEA_203",97404
2021-08-17,"BSAS_LINEA_501G",147453
2021-08-17,"FFCC ROCA",329411
2021-08-17,"FFCC SAR",155692
2021-08-18,"BSAS_LINEA_203",99362
2021-08-18,"BSAS_LINEA_501G",153179
2021-08-18,"FFCC ROCA",347328
2021-08-18,"FFCC SAR",160392
2021-08-19,"BSAS_LINEA_203",92513
2021-08-19,"BSAS_LINEA_501G",133943
2021-08-19,"FFCC ROCA",300425
2021-08-19,"FFCC SAR",143437
2021-08-20,"BSAS_LINEA_203",103800
2021-08-20,"BSAS_LINEA_501G",158724
2021-08-20,"FFCC ROCA",345567
2021-08-20,"FFCC SAR",161563
2021-08-21,"BSAS_LINEA_203",78360
2021-08-21,"BSAS_LINEA_501G",117849
2021-08-21,"FFCC ROCA",191456
2021-08-21,"FFCC SAR",95497
2021-08-22,"BSAS_LINEA_203",53768
2021-08-22,"BSAS_LINEA_501G",68232
2021-08-22,"FFCC ROCA",82493
2021-08-22,"FFCC SAR",27845
2021-08-23,"BSAS_LINEA_203",92994
2021-08-23,"BSAS_LINEA_501G",147676
2021-08-23,"FFCC ROCA",325469
2021-08-23,"FFCC SAR",147126
2021-08-24,"BSAS_LINEA_203",95878
2021-08-24,"BSAS_LINEA_501G",148376
2021-08-24,"FFCC ROCA",332031
2021-08-24,"FFCC SAR",156897
2021-08-25,"BSAS_LINEA_203",96227
2021-08-25,"BSAS_LINEA_501G",147223
2021-08-25,"FFCC ROCA",334049
2021-08-25,"FFCC SAR",159153
2021-08-26,"BSAS_LINEA_203",97442
2021-08-26,"BSAS_LINEA_501G",146307
2021-08-26,"FFCC ROCA",340580
2021-08-26,"FFCC SAR",155469
2021-08-27,"BSAS_LINEA_203",102556
2021-08-27,"BSAS_LINEA_501G",151775
2021-08-27,"FFCC ROCA",351421
2021-08-27,"FFCC SAR",156830
2021-08-28,"BSAS_LINEA_203",79120
2021-08-28,"BSAS_LINEA_501G",115243
2021-08-28,"FFCC ROCA",197574
2021-08-28,"FFCC SAR",101954
2021-08-29,"BSAS_LINEA_203",53643
2021-08-29,"BSAS_LINEA_501G",67889
2021-08-29,"FFCC ROCA",87687
2021-08-29,"FFCC SAR",27852
2021-08-30,"BSAS_LINEA_203",96505
2021-08-30,"BSAS_LINEA_501G",147909
2021-08-30,"FFCC ROCA",324192
2021-08-30,"FFCC SAR",161201
2021-08-31,"BSAS_LINEA_203",98697
2021-08-31,"BSAS_LINEA_501G",152987
2021-08-31,"FFCC ROCA",334391
2021-08-31,"FFCC SAR",166592
2021-09-01,"BSAS_LINEA_203",86157
2021-09-01,"BSAS_LINEA_501G",129541
2021-09-01,"FFCC ROCA",269462
2021-09-01,"FFCC SAR",150112
2021-09-02,"BSAS_LINEA_203",86095
2021-09-02,"BSAS_LINEA_501G",124579
2021-09-02,"FFCC ROCA",305386
2021-09-02,"FFCC SAR",143641
2021-09-03,"BSAS_LINEA_203",105177
2021-09-03,"BSAS_LINEA_501G",156652
2021-09-03,"FFCC ROCA",373532
2021-09-03,"FFCC SAR",168413
2021-09-04,"BSAS_LINEA_203",77236
2021-09-04,"BSAS_LINEA_501G",117851
2021-09-04,"FFCC ROCA",198470
2021-09-04,"FFCC SAR",103103
2021-09-05,"BSAS_LINEA_203",51010
2021-09-05,"BSAS_LINEA_501G",65461
2021-09-05,"FFCC ROCA",83591
2021-09-05,"FFCC SAR",29967
2021-09-06,"BSAS_LINEA_203",99276
2021-09-06,"BSAS_LINEA_501G",160735
2021-09-06,"FFCC ROCA",362149
2021-09-06,"FFCC SAR",171112
2021-09-07,"BSAS_LINEA_203",82933
2021-09-07,"BSAS_LINEA_501G",123221
2021-09-07,"FFCC ROCA",249218
2021-09-07,"FFCC SAR",144819
2021-09-08,"BSAS_LINEA_203",74620
2021-09-08,"BSAS_LINEA_501G",99132
2021-09-08,"FFCC ROCA",268183
2021-09-08,"FFCC SAR",121829
2021-09-09,"BSAS_LINEA_203",91913
2021-09-09,"BSAS_LINEA_501G",133553
2021-09-09,"FFCC ROCA",324627
2021-09-09,"FFCC SAR",155956
2021-09-10,"BSAS_LINEA_203",105686
2021-09-10,"BSAS_LINEA_501G",157485
2021-09-10,"FFCC ROCA",362253
2021-09-10,"FFCC SAR",175193
2021-09-11,"BSAS_LINEA_203",80471
2021-09-11,"BSAS_LINEA_501G",121924
2021-09-11,"FFCC ROCA",222108
2021-09-11,"FFCC SAR",99941
2021-09-12,"BSAS_LINEA_203",3714
2021-09-12,"BSAS_LINEA_501G",555
2021-09-12,"FFCC ROCA",230
2021-09-12,"FFCC SAR",5425
2021-09-13,"BSAS_LINEA_203",99065
2021-09-13,"BSAS_LINEA_501G",151166
2021-09-13,"FFCC ROCA",342704
2021-09-13,"FFCC SAR",169649
2021-09-14,"BSAS_LINEA_203",105713
2021-09-14,"BSAS_LINEA_501G",160879
2021-09-14,"FFCC ROCA",363117
2021-09-14,"FFCC SAR",172556
2021-09-15,"BSAS_LINEA_203",108063
2021-09-15,"BSAS_LINEA_501G",160997
2021-09-15,"FFCC ROCA",321649
2021-09-15,"FFCC SAR",173957
2021-09-16,"BSAS_LINEA_203",107431
2021-09-16,"BSAS_LINEA_501G",161921
2021-09-16,"FFCC ROCA",374647
2021-09-16,"FFCC SAR",171731
2021-09-17,"BSAS_LINEA_203",113244
2021-09-17,"BSAS_LINEA_501G",165139
2021-09-17,"FFCC ROCA",386605
2021-09-17,"FFCC SAR",159283
2021-09-18,"BSAS_LINEA_203",87588
2021-09-18,"BSAS_LINEA_501G",126666
2021-09-18,"FFCC ROCA",231538
2021-09-18,"FFCC SAR",102746
2021-09-19,"BSAS_LINEA_203",57687
2021-09-19,"BSAS_LINEA_501G",71421
2021-09-19,"FFCC ROCA",91967
2021-09-19,"FFCC SAR",20811
2021-09-20,"BSAS_LINEA_203",101420
2021-09-20,"BSAS_LINEA_501G",152657
2021-09-20,"FFCC ROCA",346526
2021-09-20,"FFCC SAR",157222
2021-09-21,"BSAS_LINEA_203",103455
2021-09-21,"BSAS_LINEA_501G",154296
2021-09-21,"FFCC ROCA",366588
2021-09-21,"FFCC SAR",168137
2021-09-22,"BSAS_LINEA_203",101805
2021-09-22,"BSAS_LINEA_501G",151541
2021-09-22,"FFCC ROCA",350366
2021-09-22,"FFCC SAR",156588
2021-09-23,"BSAS_LINEA_203",105360
2021-09-23,"BSAS_LINEA_501G",154453
2021-09-23,"FFCC ROCA",351477
2021-09-23,"FFCC SAR",180756
2021-09-24,"BSAS_LINEA_203",112040
2021-09-24,"BSAS_LINEA_501G",164100
2021-09-24,"FFCC ROCA",378637
2021-09-24,"FFCC SAR",189221
2021-09-25,"BSAS_LINEA_203",86842
2021-09-25,"BSAS_LINEA_501G",123591
2021-09-25,"FFCC ROCA",237509
2021-09-25,"FFCC SAR",88714
2021-09-26,"BSAS_LINEA_203",61708
2021-09-26,"BSAS_LINEA_501G",72505
2021-09-26,"FFCC ROCA",97913
2021-09-26,"FFCC SAR",27454
2021-09-27,"BSAS_LINEA_203",98669
2021-09-27,"BSAS_LINEA_501G",147329
2021-09-27,"FFCC ROCA",343075
2021-09-27,"FFCC SAR",190086
2021-09-28,"BSAS_LINEA_203",101561
2021-09-28,"BSAS_LINEA_501G",151460
2021-09-28,"FFCC ROCA",349383
2021-09-28,"FFCC SAR",189966
2021-09-29,"BSAS_LINEA_203",107564
2021-09-29,"BSAS_LINEA_501G",160441
2021-09-29,"FFCC ROCA",365001
2021-09-29,"FFCC SAR",192016
2021-09-30,"BSAS_LINEA_203",93639
2021-09-30,"BSAS_LINEA_501G",128843
2021-09-30,"FFCC ROCA",323526
2021-09-30,"FFCC SAR",162793
2021-10-01,"BSAS_LINEA_203",115929
2021-10-01,"BSAS_LINEA_501G",159946
2021-10-01,"FFCC ROCA",390050
2021-10-01,"FFCC SAR",190557
2021-10-02,"BSAS_LINEA_203",80525
2021-10-02,"BSAS_LINEA_501G",107685
2021-10-02,"FFCC ROCA",219714
2021-10-02,"FFCC SAR",91258
2021-10-03,"BSAS_LINEA_203",59657
2021-10-03,"BSAS_LINEA_501G",67343
2021-10-03,"FFCC ROCA",96260
2021-10-03,"FFCC SAR",18318
2021-10-04,"BSAS_LINEA_203",109677
2021-10-04,"BSAS_LINEA_501G",161435
2021-10-04,"FFCC ROCA",368349
2021-10-04,"FFCC SAR",204859
2021-10-05,"BSAS_LINEA_203",116075
2021-10-05,"BSAS_LINEA_501G",172885
2021-10-05,"FFCC ROCA",396857
2021-10-05,"FFCC SAR",204034
2021-10-06,"BSAS_LINEA_203",113326
2021-10-06,"BSAS_LINEA_501G",168213
2021-10-06,"FFCC ROCA",399361
2021-10-06,"FFCC SAR",213301
2021-10-07,"BSAS_LINEA_203",117046
2021-10-07,"BSAS_LINEA_501G",153471
2021-10-07,"FFCC ROCA",422115
2021-10-07,"FFCC SAR",194886
2021-10-08,"BSAS_LINEA_203",93494
2021-10-08,"BSAS_LINEA_501G",108332
2021-10-08,"FFCC ROCA",199634
2021-10-08,"FFCC SAR",88268
2021-10-09,"BSAS_LINEA_203",89520
2021-10-09,"BSAS_LINEA_501G",120779
2021-10-09,"FFCC ROCA",242516
2021-10-09,"FFCC SAR",94209
2021-10-10,"BSAS_LINEA_203",64949
2021-10-10,"BSAS_LINEA_501G",65334
2021-10-10,"FFCC ROCA",103815
2021-10-10,"FFCC SAR",20575
2021-10-11,"BSAS_LINEA_203",67431
2021-10-11,"BSAS_LINEA_501G",73703
2021-10-11,"FFCC ROCA",110568
2021-10-11,"FFCC SAR",40404
2021-10-12,"BSAS_LINEA_203",113173
2021-10-12,"BSAS_LINEA_501G",165192
2021-10-12,"FFCC ROCA",393365
2021-10-12,"FFCC SAR",211772
2021-10-13,"BSAS_LINEA_203",107327
2021-10-13,"BSAS_LINEA_501G",147774
2021-10-13,"FFCC ROCA",387786
2021-10-13,"FFCC SAR",202035
2021-10-14,"BSAS_LINEA_203",115321
2021-10-14,"BSAS_LINEA_501G",156138
2021-10-14,"FFCC ROCA",398470
2021-10-14,"FFCC SAR",184723
2021-10-15,"BSAS_LINEA_203",120165
2021-10-15,"BSAS_LINEA_501G",171466
2021-10-15,"FFCC ROCA",415829
2021-10-15,"FFCC SAR",197981
2021-10-16,"BSAS_LINEA_203",98177
2021-10-16,"BSAS_LINEA_501G",138924
2021-10-16,"FFCC ROCA",263839
2021-10-16,"FFCC SAR",99368
2021-10-17,"BSAS_LINEA_203",59552
2021-10-17,"BSAS_LINEA_501G",79238
2021-10-17,"FFCC ROCA",111812
2021-10-17,"FFCC SAR",31333
2021-10-18,"BSAS_LINEA_203",109081
2021-10-18,"BSAS_LINEA_501G",161426
2021-10-18,"FFCC ROCA",397291
2021-10-18,"FFCC SAR",193143
2021-10-19,"BSAS_LINEA_203",116441
2021-10-19,"BSAS_LINEA_501G",167180
2021-10-19,"FFCC ROCA",392397
2021-10-19,"FFCC SAR",187536
2021-10-20,"BSAS_LINEA_203",116475
2021-10-20,"BSAS_LINEA_501G",170905
2021-10-20,"FFCC ROCA",402999
2021-10-20,"FFCC SAR",196870
2021-10-21,"BSAS_LINEA_203",117344
2021-10-21,"BSAS_LINEA_501G",166871
2021-10-21,"FFCC ROCA",407126
2021-10-21,"FFCC SAR",183325
2021-10-22,"BSAS_LINEA_203",112633
2021-10-22,"BSAS_LINEA_501G",151674
2021-10-22,"FFCC ROCA",398467
2021-10-22,"FFCC SAR",181481
2021-10-23,"BSAS_LINEA_203",92912
2021-10-23,"BSAS_LINEA_501G",125278
2021-10-23,"FFCC ROCA",241000
2021-10-23,"FFCC SAR",72512
2021-10-24,"BSAS_LINEA_203",64578
2021-10-24,"BSAS_LINEA_501G",77776
2021-10-24,"FFCC ROCA",107315
2021-10-24,"FFCC SAR",29226
2021-10-25,"BSAS_LINEA_203",110621
2021-10-25,"BSAS_LINEA_501G",134431
2021-10-25,"FFCC ROCA",395917
2021-10-25,"FFCC SAR",196351
2021-10-26,"BSAS_LINEA_203",112978
2021-10-26,"BSAS_LINEA_501G",165779
2021-10-26,"FFCC ROCA",397169
2021-10-26,"FFCC SAR",199337
2021-10-27,"BSAS_LINEA_203",111621
2021-10-27,"BSAS_LINEA_501G",162148
2021-10-27,"FFCC ROCA",392895
2021-10-27,"FFCC SAR",196025
2021-10-28,"BSAS_LINEA_203",113229
2021-10-28,"BSAS_LINEA_501G",158151
2021-10-28,"FFCC ROCA",397008
2021-10-28,"FFCC SAR",184358
2021-10-29,"BSAS_LINEA_203",119473
2021-10-29,"BSAS_LINEA_501G",166843
2021-10-29,"FFCC ROCA",320664
2021-10-29,"FFCC SAR",193439
2021-10-30,"BSAS_LINEA_203",95023
2021-10-30,"BSAS_LINEA_501G",126485
2021-10-30,"FFCC ROCA",244824
2021-10-30,"FFCC SAR",71265
2021-10-31,"BSAS_LINEA_203",61074
2021-10-31,"BSAS_LINEA_501G",66365
2021-10-31,"FFCC ROCA",96157
2021-10-31,"FFCC SAR",23247
2021-11-01,"BSAS_LINEA_203",110835
2021-11-01,"BSAS_LINEA_501G",161169
2021-11-01,"FFCC ROCA",392574
2021-11-01,"FFCC SAR",170127
2021-11-02,"BSAS_LINEA_203",110027
2021-11-02,"BSAS_LINEA_501G",157279
2021-11-02,"FFCC ROCA",387205
2021-11-02,"FFCC SAR",185267
2021-11-03,"BSAS_LINEA_203",116016
2021-11-03,"BSAS_LINEA_501G",169905
2021-11-03,"FFCC ROCA",398436
2021-11-03,"FFCC SAR",188834
2021-11-04,"BSAS_LINEA_203",120068
2021-11-04,"BSAS_LINEA_501G",171939
2021-11-04,"FFCC ROCA",427533
2021-11-04,"FFCC SAR",186484
2021-11-05,"BSAS_LINEA_203",123406
2021-11-05,"BSAS_LINEA_501G",178984
2021-11-05,"FFCC ROCA",446048
2021-11-05,"FFCC SAR",191374
2021-11-06,"BSAS_LINEA_203",102005
2021-11-06,"BSAS_LINEA_501G",140423
2021-11-06,"FFCC ROCA",294646
2021-11-06,"FFCC SAR",97222
2021-11-07,"BSAS_LINEA_203",70491
2021-11-07,"BSAS_LINEA_501G",78160
2021-11-07,"FFCC ROCA",113579
2021-11-07,"FFCC SAR",26205
2021-11-08,"BSAS_LINEA_203",116921
2021-11-08,"BSAS_LINEA_501G",170353
2021-11-08,"FFCC ROCA",424677
2021-11-08,"FFCC SAR",211565
2021-11-09,"BSAS_LINEA_203",120225
2021-11-09,"BSAS_LINEA_501G",174231
2021-11-09,"FFCC ROCA",425523
2021-11-09,"FFCC SAR",215114
2021-11-10,"BSAS_LINEA_203",122977
2021-11-10,"BSAS_LINEA_501G",177297
2021-11-10,"FFCC ROCA",435807
2021-11-10,"FFCC SAR",217035
2021-11-11,"BSAS_LINEA_203",119387
2021-11-11,"BSAS_LINEA_501G",173419
2021-11-11,"FFCC ROCA",434146
2021-11-11,"FFCC SAR",186063
2021-11-12,"BSAS_LINEA_203",123337
2021-11-12,"BSAS_LINEA_501G",178398
2021-11-12,"FFCC ROCA",439436
2021-11-12,"FFCC SAR",206412
2021-11-13,"BSAS_LINEA_203",94649
2021-11-13,"BSAS_LINEA_501G",131711
2021-11-13,"FFCC ROCA",274436
2021-11-13,"FFCC SAR",90792
2021-11-14,"BSAS_LINEA_203",4037
2021-11-14,"BSAS_LINEA_501G",822
2021-11-14,"FFCC ROCA",655
2021-11-14,"FFCC SAR",3950
2021-11-15,"BSAS_LINEA_203",109457
2021-11-15,"BSAS_LINEA_501G",166921
2021-11-15,"FFCC ROCA",412413
2021-11-15,"FFCC SAR",220751
2021-11-16,"BSAS_LINEA_203",111908
2021-11-16,"BSAS_LINEA_501G",162514
2021-11-16,"FFCC ROCA",406902
2021-11-16,"FFCC SAR",198056
2021-11-17,"BSAS_LINEA_203",122028
2021-11-17,"BSAS_LINEA_501G",174850
2021-11-17,"FFCC ROCA",424822
2021-11-17,"FFCC SAR",207234
2021-11-18,"BSAS_LINEA_203",120774
2021-11-18,"BSAS_LINEA_501G",174693
2021-11-18,"FFCC ROCA",433353
2021-11-18,"FFCC SAR",179223
2021-11-19,"BSAS_LINEA_203",129142
2021-11-19,"BSAS_LINEA_501G",178167
2021-11-19,"FFCC ROCA",446548
2021-11-19,"FFCC SAR",205407
2021-11-20,"BSAS_LINEA_203",93107
2021-11-20,"BSAS_LINEA_501G",118660
2021-11-20,"FFCC ROCA",258367
2021-11-20,"FFCC SAR",84128
2021-11-21,"BSAS_LINEA_203",65707
2021-11-21,"BSAS_LINEA_501G",73054
